id,brand,model,year,price
3021,Toyota,RAV4,2020,18042
3022,Audi,A8,2010,5000
3023,Hyundai,Palisade,2020,12689
3024,Fiat,Toro,2020,10087
3025,Mitsubishi,Montero,2010,5000
3026,Jeep,Liberty,2012,5000
3027,Volvo,XC60,2024,37000
3028,Honda,Civic,2017,10959
3029,Chevrolet,Malibu,2019,12830
3030,Renault,Megane,2011,5000
3031,Infiniti,QX50,2019,25174
3032,Land Rover,Range Rover,2020,37367
3033,Dodge,Grand Caravan,2016,10828
3034,Mercedes-Benz,E-Class,2021,34355
3035,Subaru,Tribeca,2017,10597
3036,Chevrolet,Camaro,2018,10829
3037,Dodge,Challenger,2010,5000
3038,Kia,Telluride,2014,5000
3039,Jeep,Grand Cherokee,2015,9254
3040,Acura,TLX,2012,5000
3041,Nissan,Kicks,2020,15258
3042,Citroën,C4,2012,5000
3043,Subaru,Legacy,2019,13376
3044,Nissan,Pathfinder,2022,18501
3045,Infiniti,G37,2012,5000
3046,Audi,Q8,2015,12983
3047,Renault,Sandero,2013,5000
3048,Volvo,S90,2017,17112
3049,Dodge,Ram 1500,2012,5000
3050,Ford,Edge,2016,7458
3051,Toyota,Yaris,2012,5000
3052,Chevrolet,Malibu,2024,23486
3053,Mercedes-Benz,A-Class,2016,20407
3054,Dodge,Challenger,2021,23990
3055,Chevrolet,Silverado,2022,20579
3056,Peugeot,2008,2013,5000
3057,BMW,320i,2019,25593
3058,Dodge,Charger,2020,20061
3059,Mazda,CX-50,2021,18635
3060,Nissan,Murano,2014,5000
3061,Hyundai,Accent,2017,8340
3062,Volvo,S60,2015,10936
3063,Mercedes-Benz,C-Class,2024,55798
3064,Kia,Seltos,2024,20044
3065,Chevrolet,Equinox,2013,5000
3066,Mercedes-Benz,CLA,2017,21116
3067,Volkswagen,Arteon,2021,15071
3068,Lexus,LX,2015,12153
3069,Infiniti,G37,2013,5435
3070,Mitsubishi,Eclipse Cross,2015,5702
3071,Citroën,SpaceTourer,2010,5000
3072,Nissan,Frontier,2022,14589
3073,BMW,740i,2012,5000
3074,Volkswagen,Jetta,2012,5000
3075,Volkswagen,Atlas,2022,17932
3076,Peugeot,308,2020,11165
3077,Dodge,Viper,2021,23106
3078,Chevrolet,Tahoe,2017,9910
3079,BMW,530i,2017,18948
3080,Volvo,V60,2010,5000
3081,Hyundai,Elantra,2017,8432
3082,Kia,Sportage,2018,9410
3083,Chevrolet,Colorado,2021,18969
3084,Volkswagen,Atlas,2012,5000
3085,Jeep,Gladiator,2011,5000
3086,Dodge,Grand Caravan,2011,5000
3087,Infiniti,Q50,2020,25643
3088,Honda,Odyssey,2022,20591
3089,Lexus,LX,2014,7490
3090,Volvo,V60,2021,33234
3091,Ford,Mustang,2015,6786
3092,Mercedes-Benz,A-Class,2015,12355
3093,Kia,Telluride,2020,13476
3094,Dodge,Viper,2010,5000
3095,Lexus,LS,2012,5000
3096,Infiniti,FX35,2014,8957
3097,Peugeot,208,2012,5000
3098,Citroën,C4 Cactus,2016,6193
3099,Hyundai,Accent,2021,16353
3100,Volkswagen,Tiguan,2011,5000
3101,Mitsubishi,L200,2016,6491
3102,Renault,Megane,2022,12303
3103,Citroën,DS4,2018,7797
3104,BMW,530i,2016,14071
3105,Volvo,XC60,2022,28871
3106,Land Rover,Discovery Sport,2015,15633
3107,Mitsubishi,Mirage,2012,5000
3108,Volvo,C40,2019,24843
3109,Volkswagen,Tiguan,2022,15655
3110,Citroën,Berlingo,2012,5000
3111,Kia,Stinger,2018,10666
3112,Audi,R8,2010,5000
3113,Infiniti,QX60,2022,29847
3114,Land Rover,Range Rover,2018,27955
3115,Citroën,C-Elysee,2012,5000
3116,Renault,Logan,2021,13038
3117,Nissan,Sentra,2011,5000
3118,Jeep,Wrangler,2024,25639
3119,Hyundai,Elantra,2017,8920
3120,Fiat,Argo,2013,5000
3121,Audi,A6,2022,37346
3122,Fiat,Ducato,2012,5000
3123,Hyundai,Palisade,2018,11276
3124,Fiat,Toro,2010,5000
3125,Land Rover,Velar,2024,61210
3126,Honda,Ridgeline,2013,5000
3127,Ford,Explorer,2010,5000
3128,Citroën,SpaceTourer,2018,8814
3129,Audi,Q5,2014,9936
3130,Dodge,Nitro,2016,11582
3131,Dodge,Magnum,2016,9962
3132,Mitsubishi,3000GT,2011,5000
3133,BMW,X7,2012,5000
3134,Hyundai,Tucson,2023,15533
3135,Nissan,Kicks,2010,5000
3136,Mazda,MX-5 Miata,2017,9866
3137,Hyundai,Venue,2015,5836
3138,Nissan,Altima,2018,10478
3139,Kia,Telluride,2011,5000
3140,Infiniti,Q70,2021,29248
3141,Volkswagen,Beetle,2013,5000
3142,Honda,HR-V,2011,5000
3143,Mercedes-Benz,CLA,2013,5820
3144,Mercedes-Benz,GLE,2024,47511
3145,Nissan,Versa,2023,16355
3146,Fiat,Strada,2024,13469
3147,Infiniti,Q60,2018,17685
3148,Volkswagen,Passat,2021,16190
3149,Fiat,Uno,2015,5000
3150,Chevrolet,Equinox,2018,11178
3151,Volkswagen,ID.4,2021,17196
3152,Fiat,Uno,2010,5000
3153,Honda,Fit,2015,7715
3154,Land Rover,Freelander,2023,62338
3155,Toyota,Avalon,2015,7114
3156,Jeep,Gladiator,2015,8068
3157,Mitsubishi,Eclipse Cross,2021,14108
3158,Peugeot,5008,2018,9065
3159,Renault,Megane,2017,6044
3160,Renault,Megane,2017,7429
3161,Peugeot,Partner,2017,7658
3162,Mercedes-Benz,CLA,2020,37909
3163,Hyundai,Kona,2021,16079
3164,Jeep,Gladiator,2010,5000
3165,Nissan,Maxima,2016,7279
3166,Nissan,Kicks,2010,5000
3167,BMW,530i,2014,10220
3168,Toyota,Avalon,2014,5221
3169,Infiniti,QX80,2023,35497
3170,Jeep,Liberty,2014,5296
3171,Volkswagen,Polo,2015,5390
3172,Fiat,Toro,2023,13480
3173,Subaru,Outback,2020,16819
3174,Citroën,Berlingo,2015,5000
3175,BMW,530i,2017,17022
3176,Mercedes-Benz,S-Class,2020,32401
3177,Chevrolet,Silverado,2015,6440
3178,Dodge,Journey,2024,29606
3179,Volvo,XC40,2016,14495
3180,Mercedes-Benz,S-Class,2016,20142
3181,Subaru,Outback,2020,15030
3182,Hyundai,Veloster,2011,5000
3183,Chevrolet,Cruze,2023,18739
3184,Lexus,GS,2010,5000
3185,Mitsubishi,Outlander,2021,15314
3186,Ford,Fiesta,2023,23849
3187,Mercedes-Benz,GLS,2012,5000
3188,Citroën,SpaceTourer,2018,9240
3189,Kia,Carnival,2023,16020
3190,Ford,F-150,2021,18727
3191,Hyundai,Santa Fe,2016,6959
3192,Mazda,MX-5 Miata,2013,5000
3193,Volkswagen,Polo,2024,20895
3194,Ford,Fiesta,2014,5000
3195,Peugeot,2008,2024,17588
3196,Land Rover,Evoque,2017,22621
3197,Subaru,XV,2017,10689
3198,Acura,TLX,2019,22185
3199,Dodge,Magnum,2010,5000
3200,Volkswagen,Passat,2017,8584
3201,Toyota,Yaris,2020,18610
3202,Ford,Expedition,2021,16567
3203,Renault,Koleos,2023,13941
3204,Renault,Fluence,2022,12610
3205,Mazda,CX-9,2014,5000
3206,Ford,Ranger,2012,5000
3207,Peugeot,Partner,2020,9853
3208,Dodge,Dart,2016,9376
3209,Toyota,Tacoma,2011,5000
3210,Acura,MDX,2024,43333
3211,Ford,Expedition,2010,5000
3212,Honda,Accord,2022,18931
3213,Jeep,Gladiator,2021,21647
3214,Toyota,Prius,2016,8491
3215,Volkswagen,Atlas,2015,6010
3216,Dodge,Ram 1500,2017,12982
3217,Honda,Insight,2024,25276
3218,Lexus,LX,2020,28237
3219,Kia,Telluride,2010,5000
3220,Kia,Sorento,2011,5000
3221,Infiniti,Q50,2011,5000
3222,Renault,Oroch,2015,5000
3223,Volvo,V90,2010,5000
3224,Citroën,DS3,2024,14719
3225,Land Rover,Freelander,2018,31199
3226,Kia,Soul,2013,5000
3227,Land Rover,LR4,2016,22912
3228,Kia,Soul,2018,10480
3229,Toyota,Tacoma,2014,5448
3230,Chevrolet,Silverado,2019,12219
3231,Nissan,Frontier,2023,16906
3232,Acura,TLX,2010,5000
3233,Volkswagen,Tiguan,2024,21732
3234,Ford,Fiesta,2012,5000
3235,Audi,A8,2021,39046
3236,Kia,Optima,2023,18160
3237,Peugeot,Partner,2023,15812
3238,Nissan,Rogue,2024,17977
3239,BMW,740i,2011,5000
3240,Citroën,C3,2014,5000
3241,Kia,Telluride,2011,5000
3242,Honda,Passport,2023,21239
3243,Dodge,Dart,2017,10841
3244,Renault,Clio,2020,11036
3245,Mitsubishi,ASX,2011,5000
3246,Citroën,SpaceTourer,2018,8840
3247,Toyota,Sienna,2011,5000
3248,Kia,Optima,2010,5000
3249,Hyundai,Tucson,2021,14533
3250,Lexus,GX,2019,25356
3251,Chevrolet,Suburban,2018,12475
3252,Subaru,Outback,2023,26674
3253,Renault,Clio,2022,11800
3254,Mercedes-Benz,A-Class,2021,32639
3255,Peugeot,508,2012,5000
3256,Nissan,Rogue,2019,11720
3257,Renault,Fluence,2017,6064
3258,Jeep,Commander,2011,5000
3259,Chevrolet,Colorado,2010,5000
3260,Dodge,Ram 1500,2022,22107
3261,Mitsubishi,Mirage,2020,13962
3262,Mitsubishi,Lancer,2023,21881
3263,Hyundai,Venue,2013,5000
3264,Volkswagen,Taos,2022,15474
3265,Subaru,Legacy,2022,21753
3266,Chevrolet,Tahoe,2017,9078
3267,Acura,RDX,2010,5000
3268,Renault,Clio,2017,7520
3269,Chevrolet,Malibu,2019,12876
3270,Dodge,Challenger,2024,24450
3271,Kia,Stinger,2018,8361
3272,Land Rover,Defender,2023,47748
3273,BMW,320i,2012,5000
3274,Fiat,Strada,2016,5883
3275,Citroën,C4 Cactus,2020,9753
3276,Fiat,Ducato,2016,5174
3277,Honda,Civic,2018,12251
3278,Dodge,Journey,2015,7159
3279,Audi,TT,2010,5000
3280,Land Rover,Range Rover Sport,2016,23641
3281,Hyundai,Elantra,2010,5000
3282,Jeep,Commander,2021,23164
3283,Chevrolet,Malibu,2022,17447
3284,Chevrolet,Suburban,2011,5000
3285,Dodge,Magnum,2014,6359
3286,Fiat,Strada,2022,12702
3287,Volkswagen,Golf,2013,5000
3288,BMW,X5,2023,35879
3289,Ford,Fiesta,2017,9351
3290,Mazda,Mazda3,2022,16207
3291,Chevrolet,Equinox,2020,15765
3292,Chevrolet,Blazer,2013,5000
3293,Honda,Accord,2022,21169
3294,Mazda,Mazda6,2020,16796
3295,Infiniti,Q70,2014,6835
3296,Renault,Duster,2016,5190
3297,Volvo,C40,2020,27094
3298,Subaru,Legacy,2012,5000
3299,Dodge,Journey,2014,5000
3300,Jeep,Compass,2015,8176
3301,Volkswagen,Passat,2022,18286
3302,Infiniti,M35,2011,5000
3303,Peugeot,Expert,2014,5000
3304,Acura,Integra,2018,19260
3305,Dodge,Magnum,2016,10170
3306,Mitsubishi,Mirage,2014,5000
3307,Mitsubishi,Mirage,2018,10006
3308,Citroën,C4,2023,14730
3309,Renault,Kwid,2021,12538
3310,Mazda,Mazda2,2023,22118
3311,Land Rover,Defender,2018,28969
3312,Land Rover,Velar,2020,38391
3313,Nissan,Maxima,2016,7275
3314,Jeep,Wagoneer,2015,8342
3315,Chevrolet,Colorado,2022,20138
3316,Jeep,Compass,2020,21195
3317,Mazda,CX-9,2012,5000
3318,Land Rover,LR4,2020,46141
3319,BMW,740i,2014,9170
3320,Renault,Clio,2020,10043
3321,Nissan,Sentra,2024,21791
3322,Audi,A4,2015,14572
3323,Ford,Ranger,2021,15538
3324,Infiniti,Q60,2016,14900
3325,BMW,X7,2017,22084
3326,BMW,X7,2021,31898
3327,Ford,Fusion,2018,11358
3328,Lexus,GX,2013,5349
3329,Renault,Koleos,2013,5000
3330,BMW,330i,2021,30559
3331,Kia,Stinger,2019,11070
3332,Volvo,S90,2012,5000
3333,Ford,Edge,2021,15503
3334,Volkswagen,Arteon,2024,18611
3335,Volkswagen,Passat,2015,5834
3336,Volvo,XC40,2013,5363
3337,Audi,A6,2022,38620
3338,Kia,Seltos,2011,5000
3339,Land Rover,Velar,2018,31536
3340,Land Rover,LR4,2012,5000
3341,Chevrolet,Colorado,2014,5000
3342,Kia,Sorento,2013,5000
3343,Nissan,Murano,2013,5000
3344,Acura,TLX,2020,25490
3345,Nissan,Sentra,2020,15297
3346,Fiat,Uno,2011,5000
3347,Jeep,Wrangler,2011,5000
3348,Acura,MDX,2016,12791
3349,Toyota,Tacoma,2013,5000
3350,Infiniti,G35,2013,5374
3351,Dodge,Dart,2018,15688
3352,Toyota,Hilux,2018,13532
3353,Mazda,CX-3,2022,19598
3354,Toyota,Hilux,2011,5000
3355,Audi,Q7,2017,20375
3356,Mercedes-Benz,GLS,2017,20948
3357,BMW,M3,2018,20476
3358,Dodge,Durango,2023,29587
3359,Fiat,Mobi,2010,5000
3360,Lexus,LX,2018,22607
3361,Mazda,RX-8,2011,5000
3362,BMW,Z4,2023,35480
3363,Volvo,S90,2012,5000
3364,Lexus,GX,2019,26478
3365,Chevrolet,Camaro,2015,6477
3366,Lexus,IS,2015,10641
3367,Toyota,Yaris,2011,5000
3368,Peugeot,3008,2018,8689
3369,Land Rover,Velar,2013,7123
3370,Peugeot,Partner,2012,5000
3371,Honda,Accord,2012,5000
3372,Mercedes-Benz,AMG GT,2017,24141
3373,Mazda,CX-5,2024,18794
3374,Subaru,Outback,2024,25002
3375,Honda,Civic,2015,7108
3376,Acura,MDX,2023,30936
3377,Ford,Fiesta,2015,6813
3378,Jeep,Gladiator,2012,5000
3379,Honda,Ridgeline,2015,7188
3380,Subaru,Ascent,2021,21811
3381,Mazda,CX-5,2015,6064
3382,Ford,Fusion,2017,8809
3383,Infiniti,QX50,2012,5000
3384,Subaru,WRX,2019,16522
3385,Jeep,Liberty,2011,5000
3386,Volkswagen,Beetle,2018,11875
3387,Mitsubishi,Eclipse Cross,2024,18226
3388,Honda,Passport,2022,23138
3389,Mazda,RX-8,2017,10514
3390,Renault,Oroch,2023,12658
3391,Mazda,CX-9,2013,5000
3392,Jeep,Grand Cherokee,2016,11899
3393,Volvo,XC40,2024,41289
3394,Hyundai,Sonata,2016,7249
3395,Kia,Carnival,2021,12378
3396,Lexus,RC,2018,23198
3397,Renault,Koleos,2019,8160
3398,Mazda,RX-8,2018,10400
3399,Infiniti,G37,2014,7153
3400,Chevrolet,Suburban,2016,8490
3401,Toyota,Hilux,2023,23794
3402,BMW,320i,2013,5000
3403,Honda,Fit,2015,6683
3404,BMW,X3,2010,5000
3405,Ford,Explorer,2019,12476
3406,Renault,Clio,2017,7301
3407,Toyota,Camry,2013,5000
3408,Lexus,LS,2015,10187
3409,Honda,Ridgeline,2021,16278
3410,Nissan,Sentra,2012,5000
3411,Subaru,Legacy,2015,7750
3412,Volkswagen,Golf,2022,17011
3413,Acura,RDX,2024,39442
3414,Honda,CR-V,2018,13615
3415,Hyundai,Palisade,2017,8760
3416,Volkswagen,Beetle,2018,10357
3417,Infiniti,G35,2016,14883
3418,Ford,F-150,2010,5000
3419,Mitsubishi,Galant,2020,13043
3420,Toyota,Camry,2023,19599
3421,Mitsubishi,Mirage,2021,15169
3422,Volvo,XC40,2021,27428
3423,Subaru,Legacy,2022,22806
3424,Ford,F-150,2021,15550
3425,Audi,A6,2010,5000
3426,Land Rover,Discovery,2018,32094
3427,Fiat,500,2019,7736
3428,Chevrolet,Tahoe,2022,16168
3429,Acura,Integra,2023,30146
3430,Lexus,ES,2012,5000
3431,Mercedes-Benz,C-Class,2015,14718
3432,Audi,Q8,2012,5000
3433,Mitsubishi,3000GT,2010,5000
3434,Chevrolet,Suburban,2016,8560
3435,Citroën,SpaceTourer,2022,11851
3436,Subaru,Outback,2021,19008
3437,Honda,Ridgeline,2019,12492
3438,Renault,Koleos,2021,12795
3439,Peugeot,408,2016,5836
3440,Ford,Expedition,2014,5000
3441,Hyundai,Kona,2024,19144
3442,Infiniti,QX50,2012,5000
3443,Kia,Forte,2020,11373
3444,Honda,Civic,2019,15281
3445,Mercedes-Benz,GLA,2017,19819
3446,Nissan,Versa,2016,7597
3447,Jeep,Wrangler,2023,29388
3448,Volvo,XC60,2017,15194
3449,Dodge,Magnum,2020,20918
3450,Mitsubishi,Galant,2011,5000
3451,Fiat,Punto,2014,5000
3452,Volvo,C40,2011,5000
3453,Nissan,Rogue,2012,5000
3454,Peugeot,5008,2024,14876
3455,Hyundai,Kona,2019,12570
3456,Volkswagen,Passat,2018,11253
3457,Renault,Megane,2020,12382
3458,Infiniti,G37,2013,5000
3459,Acura,Legend,2019,21155
3460,Peugeot,508,2010,5000
3461,Land Rover,Range Rover,2022,44275
3462,Peugeot,Expert,2017,6426
3463,Mitsubishi,L200,2011,5000
3464,Dodge,Grand Caravan,2013,5000
3465,BMW,X5,2023,37978
3466,Mercedes-Benz,S-Class,2011,5000
3467,Mazda,CX-50,2023,22380
3468,Acura,RLX,2013,5000
3469,Toyota,Prius,2021,17936
3470,Volvo,XC90,2011,5000
3471,Volkswagen,Tiguan,2021,15357
3472,Subaru,Legacy,2015,8328
3473,Ford,Fusion,2010,5000
3474,Audi,Q3,2017,19592
3475,Land Rover,Discovery Sport,2020,37248
3476,Citroën,C5 Aircross,2023,14919
3477,Chevrolet,Silverado,2018,9877
3478,Toyota,Yaris,2012,5000
3479,Mazda,Mazda6,2014,5000
3480,Dodge,Challenger,2023,25366
3481,Honda,Odyssey,2015,6321
3482,Chevrolet,Traverse,2024,19747
3483,Renault,Koleos,2018,8639
3484,Honda,Insight,2022,17768
3485,Peugeot,Partner,2010,5000
3486,Volvo,V60,2011,5000
3487,Nissan,Maxima,2020,13204
3488,Dodge,Durango,2019,19056
3489,Citroën,DS4,2021,11206
3490,Mercedes-Benz,C-Class,2020,28928
3491,Mercedes-Benz,S-Class,2014,8733
3492,Nissan,Altima,2020,12908
3493,Fiat,Mobi,2022,12804
3494,Lexus,LS,2016,13053
3495,Volvo,XC40,2022,28350
3496,Peugeot,3008,2017,8044
3497,Subaru,Ascent,2020,18965
3498,Honda,Insight,2019,16175
3499,Dodge,Durango,2022,23896
3500,Ford,Fiesta,2019,14570
3501,Audi,Q8,2018,23403
3502,Fiat,Mobi,2014,5000
3503,Mazda,Mazda3,2019,14822
3504,Ford,Fusion,2018,10973
3505,Kia,Seltos,2018,10583
3506,Infiniti,M35,2012,5000
3507,Toyota,Prius,2020,15203
3508,BMW,M3,2013,5000
3509,Fiat,Argo,2018,8881
3510,Ford,F-150,2014,5000
3511,Jeep,Commander,2024,26966
3512,Dodge,Durango,2015,8454
3513,Hyundai,Palisade,2020,14780
3514,Volkswagen,Jetta,2020,16028
3515,Chevrolet,Traverse,2011,5000
3516,Dodge,Journey,2019,14619
3517,Mazda,CX-50,2021,16136
3518,Nissan,Pathfinder,2016,6199
3519,Toyota,Yaris,2018,12653
3520,Renault,Logan,2010,5000
3521,Mercedes-Benz,CLA,2020,35745
3522,Land Rover,Range Rover,2022,54427
3523,Dodge,Charger,2016,10245
3524,Audi,TT,2024,40432
3525,Hyundai,Veloster,2020,14049
3526,Jeep,Renegade,2019,18654
3527,Honda,Passport,2021,19735
3528,Volvo,S60,2018,23063
3529,Chevrolet,Cruze,2024,22185
3530,Ford,Ranger,2018,13423
3531,Lexus,IS,2017,20347
3532,Toyota,Yaris,2023,25075
3533,Honda,Pilot,2014,5336
3534,Renault,Oroch,2016,6159
3535,Nissan,Sentra,2023,20330
3536,Mazda,CX-3,2011,5000
3537,Audi,A6,2011,5000
3538,Infiniti,FX35,2020,29237
3539,Volkswagen,Polo,2020,15582
3540,Renault,Clio,2023,16855
3541,BMW,Z4,2016,14967
3542,Citroën,C4,2014,5000
3543,Peugeot,208,2023,17710
3544,Renault,Fluence,2016,5108
3545,Acura,Integra,2011,5000
3546,Renault,Koleos,2019,8903
3547,Citroën,Jumpy,2023,15909
3548,Hyundai,Tucson,2010,5000
3549,Acura,Integra,2016,15500
3550,Audi,A4,2022,38039
3551,BMW,330i,2014,9088
3552,Renault,Duster,2024,16203
3553,Land Rover,Defender,2015,18693
3554,Peugeot,Boxer,2024,15883
3555,Nissan,Sentra,2016,6537
3556,Mitsubishi,Lancer,2021,16092
3557,Ford,Mustang,2013,5000
3558,Fiat,Cronos,2020,10868
3559,Kia,Rio,2013,5000
3560,Fiat,Argo,2018,7373
3561,Peugeot,2008,2020,12561
3562,Nissan,Altima,2020,11820
3563,Lexus,IS,2018,22732
3564,Audi,A3,2023,47977
3565,Jeep,Renegade,2024,29039
3566,Hyundai,Tucson,2011,5000
3567,Lexus,NX,2017,16296
3568,Peugeot,5008,2018,8927
3569,Kia,Rio,2024,19332
3570,Toyota,Sienna,2013,5000
3571,Peugeot,2008,2018,8653
3572,Hyundai,Ioniq,2021,13380
3573,Toyota,Prius,2015,6859
3574,Fiat,Mobi,2010,5000
3575,Jeep,Liberty,2023,29903
3576,Peugeot,3008,2021,13020
3577,Honda,Accord,2021,18727
3578,Lexus,RC,2022,36185
3579,Ford,Escape,2013,5000
3580,Infiniti,G37,2021,29103
3581,Jeep,Wrangler,2012,5000
3582,Volvo,V40,2022,30224
3583,Volvo,V60,2015,10941
3584,Nissan,Versa,2021,13307
3585,Nissan,Frontier,2023,15828
3586,Jeep,Liberty,2013,5000
3587,Mazda,CX-9,2022,19180
3588,Mazda,Mazda3,2020,14269
3589,Volkswagen,Beetle,2010,5000
3590,Hyundai,Kona,2015,5000
3591,Honda,Ridgeline,2010,5000
3592,Infiniti,QX60,2015,9771
3593,Peugeot,208,2019,8698
3594,Peugeot,308,2013,5000
3595,Volvo,C40,2024,40442
3596,Land Rover,Range Rover,2016,23115
3597,Acura,Integra,2020,26529
3598,BMW,X1,2012,5000
3599,Chevrolet,Camaro,2018,10181
3600,Acura,RLX,2014,7424
3601,Acura,TLX,2021,29998
3602,Infiniti,QX60,2015,10191
3603,Dodge,Grand Caravan,2022,24001
3604,Lexus,RX,2013,5000
3605,Ford,Ranger,2023,19106
3606,Nissan,Pathfinder,2010,5000
3607,Fiat,500,2024,15267
3608,Citroën,DS4,2010,5000
3609,Fiat,Ducato,2020,10255
3610,Subaru,BRZ,2016,9991
3611,BMW,X7,2011,5000
3612,Toyota,Corolla,2020,15775
3613,Mercedes-Benz,S-Class,2023,42964
3614,BMW,530i,2019,25960
3615,Volkswagen,Golf,2019,13651
3616,Acura,Integra,2012,5000
3617,Honda,HR-V,2018,11253
3618,Acura,RLX,2014,8235
3619,Kia,Rio,2020,12440
3620,Peugeot,3008,2014,5000
3621,Hyundai,Santa Fe,2016,6132
3622,Volvo,S60,2017,16880
3623,BMW,320i,2014,10142
3624,Toyota,4Runner,2018,13670
3625,BMW,M3,2024,38281
3626,Citroën,C5 Aircross,2024,14114
3627,Dodge,Viper,2014,6302
3628,Volkswagen,Golf,2018,9963
3629,Infiniti,G37,2022,32276
3630,Nissan,Altima,2020,12049
3631,Volkswagen,Jetta,2018,10436
3632,Peugeot,Partner,2018,7657
3633,Volkswagen,Passat,2012,5000
3634,Jeep,Grand Cherokee,2010,5000
3635,Ford,Ranger,2014,5268
3636,Volvo,S60,2011,5000
3637,Land Rover,Range Rover Sport,2022,43508
3638,Citroën,C5 Aircross,2017,6591
3639,Mazda,CX-30,2019,11480
3640,Citroën,DS4,2021,12244
3641,Dodge,Charger,2022,22918
3642,Citroën,C4 Cactus,2018,8502
3643,Hyundai,Kona,2014,5000
3644,Fiat,Ducato,2016,5706
3645,Mercedes-Benz,E-Class,2014,10380
3646,Dodge,Magnum,2020,20008
3647,Volvo,V90,2014,6756
3648,Ford,Fusion,2020,13804
3649,Mitsubishi,Galant,2014,5000
3650,Volkswagen,Atlas,2015,6195
3651,Mazda,RX-8,2011,5000
3652,Honda,Ridgeline,2022,18396
3653,Fiat,Toro,2013,5000
3654,Ford,Ranger,2023,23913
3655,Mazda,RX-8,2010,5000
3656,BMW,X1,2012,5000
3657,Kia,Stinger,2024,15777
3658,Chevrolet,Traverse,2024,23466
3659,Renault,Sandero,2020,11593
3660,Land Rover,Discovery Sport,2016,22680
3661,Hyundai,Palisade,2012,5000
3662,Hyundai,Ioniq,2018,10003
3663,Renault,Sandero,2015,5029
3664,Hyundai,Palisade,2011,5000
3665,Volvo,S40,2024,41262
3666,Hyundai,Tucson,2021,14299
3667,Jeep,Wrangler,2020,17536
3668,Volkswagen,Passat,2012,5000
3669,Peugeot,2008,2018,10148
3670,Chevrolet,Suburban,2018,11789
3671,Land Rover,LR2,2011,5000
3672,Mitsubishi,Galant,2020,14407
3673,Audi,A6,2014,9344
3674,Dodge,Charger,2017,12412
3675,Lexus,GS,2011,5000
3676,Mitsubishi,ASX,2012,5000
3677,BMW,X3,2024,42626
3678,Land Rover,Freelander,2022,56575
3679,Ford,Expedition,2022,19389
3680,Fiat,Toro,2019,9934
3681,BMW,320i,2023,41030
3682,Honda,Insight,2016,8395
3683,Honda,Accord,2014,5000
3684,Kia,Soul,2014,5000
3685,Honda,Civic,2014,5000
3686,Lexus,RC,2014,8964
3687,Nissan,Titan,2024,22096
3688,Acura,TSX,2010,5000
3689,Hyundai,Venue,2021,13382
3690,Citroën,SpaceTourer,2010,5000
3691,Lexus,GS,2017,15792
3692,Toyota,Tacoma,2019,17223
3693,Subaru,Outback,2023,27239
3694,Honda,Pilot,2016,7993
3695,Toyota,Camry,2021,21697
3696,Toyota,RAV4,2023,22250
3697,Peugeot,2008,2021,13958
3698,Renault,Duster,2023,16909
3699,Jeep,Patriot,2024,28322
3700,Peugeot,Partner,2022,13184
3701,Peugeot,Partner,2012,5000
3702,Acura,Integra,2016,14486
3703,Honda,Ridgeline,2013,5000
3704,Toyota,RAV4,2010,5000
3705,Mitsubishi,ASX,2017,9531
3706,Mazda,CX-9,2017,9838
3707,Subaru,Forester,2016,8341
3708,Mercedes-Benz,S-Class,2021,35795
3709,Mitsubishi,Mirage,2020,12643
3710,Land Rover,Range Rover,2017,28574
3711,Hyundai,Ioniq,2019,10467
3712,Hyundai,Kona,2022,16986
3713,Peugeot,Partner,2011,5000
3714,Mazda,CX-5,2018,11096
3715,Mitsubishi,ASX,2012,5000
3716,BMW,320i,2013,5000
3717,BMW,740i,2022,35089
3718,Fiat,Ducato,2024,16636
3719,Chevrolet,Cruze,2019,14406
3720,Ford,Expedition,2020,16934
3721,Mercedes-Benz,CLA,2014,11258
3722,Ford,Fusion,2021,15617
3723,Mazda,Mazda6,2011,5000
3724,Toyota,Hilux,2013,5000
3725,Kia,Sorento,2023,15487
3726,Fiat,Toro,2021,10483
3727,Volvo,S40,2018,20625
3728,Toyota,Sienna,2024,23624
3729,Subaru,Tribeca,2021,20072
3730,Toyota,Avalon,2020,18418
3731,Toyota,4Runner,2017,10756
3732,Acura,RSX,2011,5000
3733,Fiat,Palio,2015,5000
3734,Mazda,MX-5 Miata,2024,22301
3735,Nissan,Titan,2021,15062
3736,Peugeot,2008,2013,5000
3737,Acura,Legend,2017,15170
3738,Toyota,Avalon,2021,21383
3739,Renault,Fluence,2013,5000
3740,BMW,X1,2011,5000
3741,Mazda,Mazda3,2014,5000
3742,Kia,Telluride,2011,5000
3743,Fiat,Argo,2018,7457
3744,Honda,Insight,2024,20478
3745,Audi,Q3,2013,5808
3746,Nissan,Kicks,2015,5469
3747,Jeep,Grand Cherokee,2023,30379
3748,Audi,A8,2013,6458
3749,Chevrolet,Silverado,2015,6932
3750,Mazda,CX-50,2020,12983
3751,Fiat,Uno,2023,11942
3752,Toyota,Avalon,2014,5000
3753,Land Rover,Range Rover Sport,2018,32785
3754,Infiniti,G35,2018,19675
3755,Fiat,Punto,2019,8607
3756,Dodge,Dart,2020,21278
3757,Renault,Clio,2020,12262
3758,Infiniti,G37,2012,5000
3759,Renault,Logan,2014,5000
3760,Mitsubishi,Montero,2010,5000
